batch_name,sample_name,remote_sample_name,remote_batch_name,remote_batch_id
,ERR4809187,ab4f9b45-c7be-4bfe-b1b2-2153f2330b53,swxrhb,e45e5f7d-0738-43a9-87de-7221d53e4920
