batch_name,sample_name,remote_sample_name,remote_batch_name,remote_batch_id
,ERR4809187,03469f2e-df0f-4a64-8e43-334cc16c8d71,hkrzwy,03077f8c-1ee8-40b1-bcd5-d1b92327033b
