batch_name,sample_name,remote_sample_name,remote_batch_name,remote_batch_id
,ERR4809187,7e1149ff-a760-4c87-9d3f-878f06182d74,lcw5vy,bf66af26-f878-432a-9c5f-6d6394007c73
